Exercise_1,Exercise_2,Exercise_3,Exercise_4,Exercise_5,Exercise_6,Exercise_7,Exercise_8,Exercise_9,Exercise_10,Exercise_11,Exercise_12,Exercise_13,Exercise_14,Exercise_15,InjuryScore
14,14,15,20,19,17,18,20,19,20,20,19,23,22,21,0.5768052189723553
2,4,2,6,8,6,5,8,5,5,8,8,12,11,12,0.09011014090969849
15,14,14,17,18,19,18,17,19,20,19,18,22,22,23,0.9049216347935715
16,14,15,19,18,20,19,20,20,18,18,17,22,22,22,0.92443370567744
3,3,4,9,8,6,9,9,6,5,7,8,11,12,11,0.4478435154724013
16,15,16,18,19,17,19,19,17,18,17,17,21,23,22,0.9917137816216715
14,14,16,17,17,18,17,18,18,19,19,19,23,22,23,0.7719421052701595
16,14,15,19,18,19,19,20,17,18,18,20,21,21,23,0.9363995978354058
2,3,2,5,6,10,7,10,7,6,7,9,11,12,11,0.2760915133336358
16,15,15,18,18,20,18,19,18,18,18,17,21,23,23,0.8962133917678681
14,16,15,18,20,18,20,20,20,17,18,18,23,22,21,0.9241737623926045
4,4,2,8,8,5,5,7,6,5,9,7,13,13,12,0.2386179496625741
2,4,3,8,5,6,7,8,6,9,5,8,13,13,13,0.16829434144581434
4,4,3,6,10,10,9,6,7,10,5,10,13,13,12,0.2279921176202705
14,16,16,17,17,19,20,20,18,17,18,18,23,22,22,0.5211236125199826
14,15,15,18,20,17,19,17,17,20,18,19,21,22,23,0.9659146380145712
14,15,14,20,17,20,19,20,18,17,19,19,21,21,22,0.6157224776705843
14,16,14,20,18,20,18,18,19,20,19,20,23,23,21,0.9202691431785948
15,16,15,18,17,19,17,20,19,18,20,19,22,21,21,0.960185939575284
15,16,15,20,20,17,19,19,20,17,20,19,23,22,23,0.9896784856930846
2,1,1,9,8,9,5,10,6,10,10,6,12,12,11,0.3811684357230929
1,4,3,5,6,6,10,10,8,6,7,10,13,13,13,0.42079927919542304
16,15,15,17,18,19,17,18,19,17,20,20,21,22,21,0.7228862323329518
15,16,14,20,19,18,17,19,17,17,17,17,23,22,23,0.6044927614924644
1,4,4,9,7,9,10,9,7,10,5,10,13,12,11,0.20576759855494375
14,14,14,17,18,20,19,19,19,19,17,17,22,21,22,0.5026446162947726
4,4,3,5,6,10,7,9,7,10,5,10,11,13,13,0.38773709936476586
14,14,14,19,19,20,19,20,18,20,19,18,23,22,23,0.8970521122534069
1,1,1,5,8,7,7,7,5,5,8,5,13,11,13,0.34708837381625013
15,16,16,20,20,18,18,18,19,18,19,20,23,22,22,0.5201881220425696
16,15,15,20,18,18,17,18,17,20,18,19,23,23,22,0.7193791699676123
2,4,1,9,10,10,8,8,6,10,5,8,11,11,11,0.31021871199451145
16,16,16,20,19,20,19,17,17,18,20,19,21,23,23,0.8850718683579837
3,1,3,7,7,10,5,9,5,5,9,5,12,11,12,0.33414837719453305
15,14,14,17,18,19,20,18,20,18,20,19,21,21,21,0.8353156399591202
4,1,2,8,9,10,10,10,9,6,6,10,13,11,11,0.3113383990725247
3,1,4,8,7,9,5,8,9,9,10,6,13,13,11,0.07863101064759148
15,15,16,17,17,19,18,19,19,18,18,20,21,23,21,0.5319782564915366
15,16,16,18,18,19,19,17,17,19,17,20,23,22,22,0.7521180440717325
4,4,2,9,10,5,7,9,7,8,9,8,11,11,11,0.44428107197246725
15,14,15,19,20,20,18,18,17,17,18,20,23,21,21,0.6581468510369837
3,2,2,6,6,7,6,10,7,7,6,6,13,11,13,0.2900438935681303
3,4,2,5,8,10,8,6,9,8,9,6,13,12,12,0.030861105268860656
14,16,15,19,18,19,18,20,17,18,17,19,22,23,21,0.5941938790404544
14,14,15,18,18,20,17,18,17,20,17,18,23,21,23,0.7879069219725001
14,16,16,18,20,17,17,17,20,18,17,18,23,22,21,0.8476184422271464
14,16,15,17,20,19,18,20,20,19,17,20,21,23,21,0.6313575340988856
1,3,2,10,10,10,5,5,5,8,5,7,12,11,11,0.10107160277179561
2,3,4,6,9,9,10,7,9,6,5,5,11,13,12,0.13432716818494295
16,14,15,18,19,18,17,17,17,20,18,17,22,23,22,0.6597825753230915
2,4,2,7,9,5,6,5,7,6,5,10,13,13,11,0.19907076335906504
3,2,3,6,6,7,9,6,7,8,9,9,11,11,13,0.354693374869435
15,16,14,17,19,18,17,19,18,17,20,20,21,22,21,0.5473365819350509
14,14,16,19,19,19,18,20,18,18,17,19,22,21,22,0.6138652685630187
4,1,3,6,10,6,5,7,9,6,8,7,12,12,12,0.4486227326470832
3,2,3,7,9,8,8,9,7,5,10,8,12,12,13,0.07486847389383955
2,1,4,9,6,9,6,9,8,6,10,9,13,11,13,0.39518686050243534
2,3,3,8,7,8,6,7,7,6,7,5,12,12,11,0.23762776308992395
14,14,16,18,20,19,19,18,18,18,17,18,22,22,21,0.5017426480828728
15,14,16,18,19,19,18,18,17,19,17,18,22,23,21,0.8117991808483456
16,14,14,17,20,19,18,17,17,19,19,19,21,21,21,0.892184364843567
16,15,15,17,20,20,19,19,20,17,18,18,21,21,22,0.5166180001418073
3,1,2,5,8,8,6,9,7,5,6,10,11,12,12,0.20852319240617534
14,14,15,20,17,19,17,19,19,17,17,18,23,21,23,0.7138642878898481
16,15,15,18,19,20,20,19,19,19,17,20,23,23,23,0.5962466085735679
14,16,14,20,18,18,19,19,18,20,20,17,21,21,23,0.8602954456491377
3,2,2,7,9,9,10,7,5,5,6,6,11,13,12,0.14843012541857392
2,4,4,10,7,8,7,7,6,8,8,7,13,11,11,0.015716341622764363
14,14,16,19,19,18,17,17,20,20,20,20,22,22,22,0.9436155244939861
15,15,14,20,20,18,17,17,19,19,18,17,21,23,22,0.5930279957373945
16,16,15,17,19,19,17,20,17,20,18,19,23,22,22,0.9966159863353855
14,15,14,20,20,19,17,18,19,20,19,17,23,21,22,0.5674815605715932
16,16,16,18,20,17,17,18,20,18,19,19,23,22,22,0.5642021336870126
4,1,1,10,5,9,5,9,6,10,9,8,13,12,12,0.3412307720622032
3,2,3,7,6,5,6,8,8,10,5,7,12,12,12,0.28001014380127
3,4,3,10,9,7,10,8,9,9,7,9,12,11,11,0.3234903214871553
15,16,15,19,19,20,19,17,18,17,17,18,22,21,23,0.9971090099296134
3,1,2,7,10,8,10,5,9,10,7,10,11,13,12,0.4792453658358501
14,16,14,19,17,18,17,19,19,19,18,17,21,22,21,0.6426011131262372
16,16,14,17,20,19,20,20,18,17,17,18,22,23,23,0.9177095392346784
4,2,3,6,7,10,8,10,6,10,8,5,13,11,11,0.22283888647042427
14,16,14,17,19,17,19,17,17,17,20,20,22,21,22,0.5918136872752157
3,2,3,8,6,6,8,10,9,8,8,7,11,11,11,0.3327755012510477
15,15,15,17,20,19,19,20,19,17,17,17,22,23,23,0.8385549582812921
15,14,15,18,19,20,18,17,18,17,18,18,23,21,22,0.683624433402919
4,3,1,10,9,9,7,7,9,7,5,9,13,13,11,0.4354100993927398
4,2,2,5,10,8,7,10,6,5,6,9,12,12,13,0.0776717683965501
4,2,1,6,6,5,7,5,6,9,9,10,12,13,12,0.22355325566416617
3,3,1,10,10,5,5,8,5,10,8,5,11,13,11,0.08293989415424396
16,15,15,19,20,19,18,20,18,19,19,20,22,21,23,0.5285781703808227
14,15,14,18,19,17,18,17,17,19,19,19,23,22,21,0.8416405470757585
16,16,14,20,17,20,17,20,18,19,20,17,21,21,22,0.6005702484066339
3,3,4,7,8,6,10,9,6,7,9,9,12,12,12,0.42736524938613163
4,4,1,6,5,10,8,6,8,5,6,6,13,12,12,0.12509809801267813
15,15,14,18,19,20,20,20,19,20,19,18,23,21,23,0.6397162139645365
1,2,1,10,10,7,8,6,10,7,7,8,13,11,11,0.041500650712233966
2,4,1,6,5,7,7,7,5,10,7,7,12,13,12,0.19196728248694483
16,14,14,20,18,20,20,18,20,19,18,17,21,21,22,0.6674891087634381
16,15,15,17,18,19,19,18,19,17,19,17,22,21,23,0.6923773736697079
15,15,15,18,18,18,19,19,18,19,17,19,22,22,23,0.9843433809081359
3,3,3,9,6,10,8,7,10,5,10,5,12,12,12,0.4832046149926278
14,15,14,19,20,18,19,18,18,17,20,18,21,23,23,0.8549915942471296
4,4,1,5,9,8,8,6,5,5,10,9,12,11,12,0.4287444747875918
4,4,3,6,8,6,8,9,5,6,9,8,11,13,13,0.43667121694100863
16,16,15,20,18,19,19,20,20,17,17,20,22,23,22,0.7135241707244888
1,1,4,7,6,9,7,5,7,7,9,8,11,11,11,0.06628682837120148
16,16,15,20,17,20,20,18,17,18,18,17,21,22,22,0.6082416046744046
4,4,4,5,7,8,9,9,7,5,9,8,11,13,13,0.43208624035360776
3,3,3,5,6,9,9,8,7,9,8,5,11,13,13,0.07631858142449888
15,14,15,17,19,18,18,20,19,20,17,18,22,22,23,0.9914621277058708
3,1,3,8,9,9,7,9,10,8,9,7,12,13,11,0.34302754596556984
3,4,4,10,6,9,6,7,5,6,7,9,13,11,11,0.41051524985154053
4,2,3,9,6,7,8,6,10,9,6,9,11,11,11,0.13314978637346142
4,1,3,5,8,7,5,10,5,5,8,6,11,12,11,0.08107015173856513
15,15,15,19,18,19,18,20,17,18,17,20,23,23,22,0.5120073874398507
14,14,16,18,20,17,20,20,19,17,20,18,21,22,21,0.6264755069340713
14,14,14,20,18,20,19,20,19,17,20,19,22,23,22,0.6473893665852046
16,16,14,18,19,18,18,19,18,19,17,17,21,22,21,0.9463480357366092
4,1,4,9,6,5,8,10,7,7,9,10,11,12,12,0.01270053232631252
3,3,2,7,7,8,9,10,9,5,8,7,11,12,13,0.4197757690858014
2,3,1,6,10,10,6,10,8,9,9,8,12,13,11,0.2512742118892942
2,4,4,5,8,8,6,9,8,9,10,10,11,12,11,0.27398136050089283
16,14,15,17,18,19,20,19,17,18,17,18,22,23,21,0.5021946561437254
14,16,14,20,18,20,18,17,20,17,20,20,21,22,23,0.7673940907428616
14,16,16,17,19,19,18,18,20,20,17,18,23,22,23,0.692046504526561
4,1,1,9,8,6,10,5,5,8,9,5,12,12,13,0.47141289688769195
4,4,2,6,6,6,10,10,10,10,7,5,11,11,11,0.004119921913410152
4,1,2,5,10,9,8,5,5,8,7,7,13,12,11,0.062150942378314644
15,16,15,17,18,17,19,19,17,19,18,20,23,23,22,0.5326905052902132
2,4,4,5,8,8,5,5,7,8,5,7,11,13,13,0.02360976608157539
2,2,1,5,10,7,6,5,7,6,9,7,13,12,13,0.29914189351846
2,1,1,9,6,10,5,9,6,7,6,5,13,13,12,0.41858142152636224
2,1,2,7,6,10,6,6,10,5,7,10,13,12,12,0.38719698396118396
15,15,15,18,17,18,20,19,18,20,17,17,23,22,22,0.5189290712635383
4,1,4,10,5,8,5,6,9,7,5,5,12,13,11,0.11225712268294741
15,15,14,17,17,17,20,17,18,20,20,19,23,21,21,0.5258321574120145
4,4,4,6,6,10,10,6,10,8,8,5,13,12,13,0.15744951577556954
14,15,14,18,19,19,19,19,19,20,20,18,21,21,23,0.5972213097544004
2,1,2,5,7,6,9,7,5,8,6,9,11,11,13,0.2634358474752534
14,14,16,18,19,18,20,20,19,18,18,18,23,23,22,0.8816308286890663
16,16,15,17,20,17,19,18,17,19,19,17,21,23,21,0.7033296660011735
14,15,16,20,17,17,18,17,17,20,17,19,21,21,22,0.9024717617080057
15,14,15,18,20,19,17,19,19,20,19,18,21,22,22,0.8295478900780896
15,15,16,20,18,19,20,19,18,19,20,19,23,22,23,0.5989959825293929
15,15,14,20,17,17,17,18,20,19,18,18,21,22,21,0.551148424440413
3,1,2,6,9,5,9,5,8,9,10,7,12,11,13,0.2573801910571709
1,4,3,10,5,10,5,7,7,8,6,5,11,12,11,0.4216806707962223
4,2,1,6,9,9,5,6,9,7,5,7,13,12,12,0.23799344027893887
1,2,4,6,7,10,8,7,7,7,8,6,13,11,12,0.35700281228239705
3,2,1,9,6,6,5,10,8,9,8,5,13,12,13,0.4481181244110779
1,2,4,8,10,6,6,9,7,9,8,5,11,12,13,0.37304539845524265
16,14,15,17,17,19,20,19,17,19,20,17,22,23,23,0.7901954965325669
2,2,1,7,6,9,5,7,9,9,10,10,13,11,13,0.1468390068838875
16,16,16,18,20,19,18,19,19,20,19,17,21,22,22,0.7959985768312684
3,1,2,7,10,8,6,6,5,7,7,8,13,13,12,0.26903902898375553
2,1,3,9,6,8,10,9,5,7,10,7,11,13,13,0.46249732194630533
15,14,14,17,19,20,19,19,20,18,19,18,21,22,21,0.7311477694740699
2,1,3,10,9,10,6,6,9,9,5,9,11,11,12,0.48778240039629017
3,4,2,7,10,5,7,9,8,9,9,10,12,13,11,0.12934821023689036
3,4,4,10,7,7,5,6,5,6,6,6,12,11,11,0.13442268142649338
15,15,15,17,20,18,19,18,17,17,19,18,21,22,23,0.7857683827075874
16,15,15,17,19,19,18,17,19,20,20,17,21,23,22,0.5950345229415106
4,1,2,6,5,9,8,10,6,10,10,8,12,13,13,0.2501047219284961
3,2,1,10,6,6,8,9,10,10,10,8,12,13,12,0.12881099297128518
1,3,3,5,9,6,6,7,7,8,10,6,13,13,11,0.012315781478820731
2,3,3,6,5,5,5,8,9,8,7,5,11,12,12,0.23607413245803743
16,14,15,20,18,18,19,19,19,17,20,20,21,23,23,0.5588271377801196
15,14,14,17,20,20,17,17,17,19,17,18,23,23,21,0.6348945722471336
14,15,14,17,20,17,20,20,19,17,18,20,21,21,23,0.9769716768106596
16,16,15,17,17,17,20,19,19,20,18,20,23,22,22,0.9378476543090857
4,3,4,10,5,10,9,10,5,5,7,10,12,12,11,0.36619762905698805
15,14,15,17,18,19,19,17,18,19,18,20,21,22,23,0.5683397974226879
4,3,1,5,10,10,8,5,6,5,5,5,12,12,12,0.423410198555515
3,1,2,5,5,9,7,6,8,7,7,7,13,12,13,0.4429087353425072
1,4,1,8,9,8,7,6,6,10,6,5,11,13,12,0.4259002859059776
14,16,16,18,19,19,20,19,19,17,17,20,21,21,23,0.8363827698543572
2,3,1,9,6,7,6,8,6,6,8,9,11,13,13,0.40153336715189847
15,14,16,20,20,19,18,18,20,18,17,17,23,23,22,0.8806436838726633
2,1,3,9,6,9,8,6,5,7,9,7,13,12,13,0.15064062646553567
16,14,15,18,19,18,20,17,17,20,17,18,22,22,22,0.6777500877827356
14,15,16,19,19,17,19,17,18,18,18,19,22,22,21,0.960214820575141
14,16,14,20,20,18,18,20,20,18,19,20,23,23,21,0.7899497861271025
3,2,2,9,8,5,8,8,9,5,8,5,11,11,12,0.4801483255889102
15,15,16,18,18,17,19,19,19,19,19,20,21,22,22,0.9630605889778923
16,15,14,18,18,20,19,18,17,20,17,20,22,21,23,0.9820596821196105
1,1,4,8,7,8,8,7,10,9,6,10,13,12,11,0.13184386515545865
2,3,3,6,9,6,5,5,9,9,7,7,13,11,13,0.45691151245244777
16,15,14,18,17,18,17,17,17,18,19,20,23,21,23,0.942490618019386
16,14,15,19,18,17,18,18,17,20,19,19,23,22,21,0.9266309517414371
16,14,16,19,20,18,17,20,17,17,18,17,23,22,23,0.5204602125257566
15,14,14,18,18,18,18,17,17,18,20,17,22,23,21,0.8071644791223863
14,15,14,17,17,18,17,17,19,20,17,17,21,22,21,0.5947698254235003
16,15,14,18,20,20,18,19,19,19,18,19,23,21,21,0.8025398726764851
2,2,3,10,5,10,10,9,9,8,6,10,11,13,11,0.04569665385054145
15,16,16,17,17,20,19,18,19,20,20,17,23,22,21,0.8111311526805607
1,2,3,8,10,8,7,7,5,7,8,7,13,11,11,0.3910498485913939
16,14,14,20,18,19,19,19,19,18,20,17,22,23,22,0.7492161134397359
3,3,2,6,7,6,10,6,10,10,8,7,12,12,11,0.29370363169138913
2,4,1,7,7,7,9,8,5,7,6,9,11,11,11,0.3432880134351799
16,14,15,19,20,20,17,17,20,20,20,18,21,23,21,0.5955802510509299
16,16,16,20,19,20,17,18,19,17,19,20,23,23,23,0.966387677954911
2,3,1,6,7,9,8,9,5,8,5,8,13,11,12,0.16067785393495204
3,3,1,8,7,9,8,7,9,5,5,7,13,13,11,0.1451784921507594
2,1,4,7,7,5,7,9,9,6,7,6,12,13,13,0.3188415393120392
1,2,1,6,5,8,10,6,9,6,6,6,12,12,12,0.3847691392381557
3,3,4,6,8,6,10,5,6,8,7,9,12,12,11,0.20694003788636506
3,4,2,8,6,9,5,5,7,10,5,6,11,12,13,0.4654895389701087
4,1,1,9,8,10,7,5,5,6,8,7,13,13,12,0.4368841762662141
16,15,14,17,17,18,17,17,20,19,19,17,23,21,23,0.9878432296013757
14,15,14,20,19,17,19,17,17,19,18,19,22,23,23,0.5862022318179083
16,16,16,18,18,17,19,18,18,18,17,19,21,21,23,0.7515076564121264
14,16,15,19,20,18,18,17,20,17,20,18,22,21,23,0.8376261222229483
4,1,3,8,8,5,7,10,6,6,9,5,13,12,11,0.08193185772831746
2,3,1,6,5,9,9,6,7,8,6,9,12,11,11,0.06743883170913412
3,1,2,5,9,5,10,8,9,6,9,10,11,13,12,0.16101226374316813
15,14,14,20,20,17,17,17,19,18,18,20,23,23,23,0.8715013316955891
14,14,16,20,18,18,20,18,17,17,18,18,21,22,22,0.5320156489413568
3,1,1,7,7,8,5,9,7,5,6,8,13,12,11,0.022336999246791445
14,14,14,19,20,17,17,18,18,18,19,20,23,22,22,0.7150024855450715
14,14,16,17,20,20,17,20,19,17,18,19,22,21,22,0.6234177613598545
1,2,3,10,5,5,10,9,8,7,9,8,12,13,12,0.16851271635683673
14,16,16,20,17,17,19,17,17,17,18,20,21,21,21,0.7396906040818895
16,15,14,20,17,18,17,20,20,18,17,20,23,23,23,0.5799792165721366
4,2,1,10,6,5,7,9,8,6,8,6,12,13,12,0.025086047963738478
4,1,2,8,10,10,8,6,9,9,7,7,12,13,11,0.028289962823864534
1,4,3,7,8,7,8,8,10,9,8,5,11,11,13,0.4739568864257053
3,2,4,5,9,10,5,9,10,6,9,10,11,11,13,0.4500036813042635
14,15,15,20,19,19,20,20,20,20,17,19,21,22,22,0.7161507831386308
3,3,3,6,9,9,5,6,7,10,8,9,12,13,12,0.3186871264224892
1,1,4,9,6,9,7,5,10,5,8,9,13,12,11,0.46831109046559405
2,3,2,9,7,5,9,5,8,8,6,9,11,13,12,0.15741410638996978
4,1,4,5,7,9,9,6,10,6,6,5,12,11,13,0.35563104982658145
2,4,3,6,7,10,5,9,10,5,9,7,12,12,12,0.23251867580685304
4,4,1,8,8,8,8,5,5,5,7,9,12,12,11,0.07648233625708545
4,2,4,8,5,8,8,9,10,7,5,5,13,13,11,0.2971596700430439
4,2,1,7,7,5,5,9,9,6,6,10,12,12,13,0.06653863076855726
1,1,2,10,10,8,9,8,9,9,10,9,11,12,13,0.07346542031570658
4,2,3,5,5,6,9,7,6,7,8,6,13,13,13,0.48156418905483245
2,2,2,6,6,5,9,8,6,5,6,8,12,13,12,0.11061923816504438
16,14,14,19,20,17,20,17,19,19,19,19,23,22,21,0.5108930007960273
3,1,1,8,8,8,8,6,5,6,6,8,13,11,12,0.4505382868788491
15,14,14,19,19,17,18,17,19,19,19,17,21,22,22,0.7058713712727821
1,1,1,10,7,6,5,7,6,6,6,10,12,12,11,0.31387249461981204
1,2,1,9,6,5,9,9,7,6,7,8,12,12,11,0.03573424463505459
15,14,15,19,18,18,19,20,19,20,18,17,22,21,23,0.9431893314629901
16,14,14,19,17,20,18,19,17,20,18,20,21,22,22,0.8964984698476312
2,2,1,8,8,9,5,9,6,10,9,10,12,11,11,0.4344871707746236
14,15,14,19,18,17,20,19,19,20,18,18,23,22,21,0.849271232635825
14,15,15,17,18,19,19,17,20,18,17,18,23,23,21,0.5797422955016034
16,14,15,19,18,19,20,20,17,17,18,19,23,23,23,0.9386725923053513
15,14,14,17,20,17,18,17,18,19,18,20,23,21,23,0.9389086174697089
16,14,14,17,19,20,18,18,18,19,17,18,21,21,23,0.8948034265667085
4,2,3,7,7,5,10,7,8,10,9,8,13,11,12,0.2920870748194254
1,2,2,6,10,5,9,9,6,7,6,8,13,13,12,0.2354123147373549
16,15,15,20,17,20,20,17,19,20,17,18,21,21,21,0.7626368349633375
14,14,16,18,20,18,18,19,18,18,18,20,22,21,22,0.6128388122941806
14,14,14,18,17,20,20,20,18,18,17,18,21,23,22,0.7629587316264828
4,2,4,8,6,5,8,7,9,10,5,10,12,12,13,0.4461134499233069
14,15,14,17,17,17,20,18,17,19,19,19,22,22,22,0.9267900548834064
4,4,1,9,10,10,10,8,10,5,5,5,12,11,13,0.26509663578359344
15,16,15,19,20,20,17,19,19,17,19,17,22,23,23,0.6882943934863983
1,3,1,8,10,9,9,9,9,5,6,6,13,12,12,0.2541339679522163
14,16,16,19,19,17,18,19,20,17,19,18,22,21,22,0.9905292847938567
3,1,4,5,10,5,7,5,6,6,10,6,11,13,13,0.3604683264980796
1,2,2,7,7,5,9,10,7,10,7,7,13,12,12,0.024163880075278366
15,16,15,18,18,17,18,17,18,18,20,18,23,21,21,0.9226780396649015
3,4,2,10,6,5,10,7,8,8,9,8,13,13,11,0.46408135199752243
2,2,1,8,6,10,6,6,5,10,5,6,12,11,12,0.012007597671597425
3,1,2,10,9,10,9,10,9,7,8,7,11,13,12,0.004894966557731251
3,3,4,5,5,9,9,5,8,7,5,6,11,11,11,0.17902688587266236
3,3,4,6,5,9,8,6,10,6,6,8,13,12,11,0.03440239372778775
1,3,3,7,10,10,6,9,7,8,9,5,11,13,11,0.01852385802421208
16,15,16,17,18,18,20,19,18,17,18,17,23,23,23,0.9790551020470764
3,3,3,8,7,5,5,7,5,9,5,8,13,11,12,0.4806591892835098
1,1,3,5,5,8,7,9,8,6,8,10,11,12,11,0.022868293858453015
14,15,16,19,19,17,17,17,19,18,17,20,22,21,22,0.5976269716745016
15,16,15,20,18,18,20,19,17,17,19,19,23,22,21,0.9214471433886435
14,16,16,19,18,19,17,19,17,19,19,20,23,21,22,0.90824142403872
14,15,14,17,20,19,19,20,17,17,17,18,21,23,22,0.6244809602873539
16,15,15,18,19,17,20,18,19,18,20,19,23,22,22,0.7121890036123685
1,4,3,6,6,5,10,6,9,9,8,7,11,12,12,0.21840705668189575
1,1,4,7,7,8,8,6,8,8,8,8,11,13,11,0.008886960028682611
3,1,3,7,10,8,7,6,7,8,9,8,12,12,13,0.11078676388387243
1,1,2,8,10,9,8,10,6,6,10,9,11,13,12,0.24955319912805451
14,16,14,19,17,17,18,20,17,18,17,20,21,22,21,0.6788179913342836
1,3,3,7,5,6,10,8,9,6,5,8,11,12,12,0.14789893044913782
1,1,4,6,6,6,9,6,7,6,8,8,12,12,12,0.4869636909999646
16,14,14,18,18,19,17,20,20,19,19,19,22,21,23,0.7775241067086377
4,4,3,6,10,9,8,7,7,5,9,9,12,13,12,0.15762481787456295
14,16,15,18,18,19,20,18,19,18,18,17,22,21,21,0.5081968415107528
4,4,4,7,6,8,7,5,5,5,5,6,12,12,12,0.29370999917821206
3,1,1,10,8,8,10,8,10,8,6,5,11,12,13,0.3690223697285385
14,16,15,19,17,17,18,19,18,17,20,19,21,21,23,0.8940803505781817
16,15,16,18,19,20,18,20,17,18,20,17,22,22,22,0.6571748130682947
3,2,2,8,7,6,5,10,8,7,9,8,13,12,12,0.17170530994813582
1,3,2,10,8,5,9,5,5,6,5,10,12,13,13,0.02530963834731148
15,16,14,19,17,17,18,18,18,18,17,20,22,23,23,0.6609574334454561
3,1,1,8,6,10,9,5,5,8,9,6,13,13,13,0.062174849437056756
4,4,2,8,9,8,8,8,5,6,7,8,13,13,13,0.22215092316343876
15,14,15,18,19,20,17,17,18,20,18,19,23,23,23,0.9574759995064978
14,15,14,17,18,18,19,19,17,20,17,19,21,21,22,0.6647293738546365
15,14,14,20,18,19,17,20,20,18,19,19,21,21,21,0.8732134109005394
15,14,16,17,17,18,20,18,19,18,20,17,23,21,22,0.8008105592115669
4,3,4,7,8,6,5,9,5,10,6,7,13,12,12,0.25682990347377355
16,16,16,18,19,17,17,19,18,17,18,17,21,21,23,0.9265751032756447
16,14,15,17,19,20,18,17,20,20,19,19,21,23,22,0.9205288143922248
16,16,14,19,17,20,18,17,17,17,17,18,22,23,22,0.6609218070878836
16,14,16,18,20,19,20,20,19,19,19,19,21,21,21,0.6628289049990909
3,4,2,9,7,8,5,7,6,10,9,7,13,12,12,0.34178648674962053
1,1,3,10,6,6,6,8,8,8,7,5,11,11,11,0.002541138980451496
14,16,16,20,17,18,20,19,19,17,18,17,22,23,23,0.6921755828732006
15,15,14,18,19,20,18,20,17,17,20,20,23,23,22,0.9476931563134658
14,16,15,19,20,19,19,18,18,18,20,18,21,22,23,0.5870337740430177
3,2,2,10,5,10,7,5,10,9,10,7,12,13,12,0.4728325022526495
15,16,14,19,17,17,20,20,20,19,17,18,23,21,23,0.7595226311417934
16,16,15,20,17,19,18,18,17,18,17,17,22,21,23,0.568288615818077
14,15,15,17,17,17,17,20,20,17,17,18,23,23,22,0.6217021400040118
4,1,1,8,8,10,5,10,8,6,10,5,11,13,11,0.4886060595038362
14,15,16,20,17,19,18,18,17,18,18,19,21,23,21,0.8488907371480613
4,3,1,5,10,9,6,6,9,10,8,8,11,13,13,0.19729410720662277
1,3,2,6,8,10,5,7,6,7,6,10,11,12,13,0.38348668253237717
15,14,16,20,19,18,19,17,19,20,17,17,22,22,21,0.7880692559699585
1,4,2,6,10,10,6,8,5,5,9,6,12,11,12,0.3515220487762051
3,2,3,9,5,8,9,8,5,8,5,5,13,12,11,0.3343661127325308
16,14,15,19,18,18,17,19,19,19,18,19,23,22,22,0.838974273331527
2,3,4,10,5,5,6,6,8,8,9,6,12,11,13,0.3412179702679984
2,1,4,9,6,5,8,8,10,5,9,8,13,12,11,0.02096382232661631
14,15,16,17,19,20,19,20,20,17,19,18,23,22,23,0.8875318337561992
3,3,2,5,7,5,8,9,10,6,8,5,12,13,13,0.39026623672702543
16,14,14,18,17,18,19,17,18,19,19,17,22,21,22,0.8997554814519536
16,16,16,19,19,20,19,18,20,19,19,17,21,21,23,0.7106470173560375
15,15,16,20,17,19,18,18,17,17,20,17,23,22,22,0.769601678323814
3,1,3,5,10,6,7,8,7,10,10,10,12,11,12,0.22829432525710447
1,2,1,10,5,6,5,8,6,7,6,10,11,12,13,0.4290383876352014
16,15,16,20,17,20,17,20,17,18,19,18,23,22,21,0.5515703085588995
4,4,1,10,9,9,6,10,9,9,8,9,11,11,12,0.21176848683471206
1,3,3,9,5,5,5,7,8,10,5,7,11,12,11,0.41873692789575157
14,14,14,20,20,17,18,20,17,17,18,17,23,23,23,0.7549276237947569
1,4,2,7,8,10,5,7,9,5,8,5,12,12,13,0.4148037071945476
15,16,15,20,17,19,18,18,19,17,20,19,22,22,22,0.6147368071981892
1,4,3,6,5,6,9,6,5,10,8,8,13,13,11,0.1460874906470041
14,14,14,19,18,20,19,17,19,20,18,18,23,21,23,0.6395498407307487
14,15,14,20,17,19,17,19,18,20,20,17,21,21,21,0.6208631484308934
1,3,3,6,10,7,5,10,5,10,7,7,12,11,11,0.25274986781682485
2,4,1,5,9,6,6,5,9,5,6,5,11,12,12,0.053173934479709084
14,15,14,17,20,17,18,20,17,17,17,17,22,21,23,0.8832931025076386
1,2,1,6,5,9,10,6,10,8,9,5,11,12,12,0.08444990559408794
3,1,1,6,6,10,10,10,9,8,5,9,12,13,13,0.2193376151659765
2,2,2,7,7,6,5,6,8,5,7,6,13,13,11,0.06061351680063798
16,15,15,20,20,20,19,17,19,17,17,17,23,21,21,0.7421516870720191
15,15,14,19,18,18,20,20,20,17,17,18,21,21,22,0.8674230108160128
3,3,4,10,6,5,7,10,8,5,10,7,12,12,13,0.2917743631455907
4,3,1,7,8,9,9,8,8,7,6,9,12,11,13,0.36040073214979584
2,1,2,10,6,10,7,6,8,5,5,8,11,13,13,0.20465067725869523
16,14,14,17,17,20,19,20,17,17,18,18,23,23,21,0.6249769046858675
3,2,1,6,7,5,10,9,6,5,8,6,12,12,12,0.3550114208541938
